TD-DEPARTMENT OF TRANSPORTATION,88110
IN-DEPARTMENT OF THE INTERIOR,153702
HS-DEPARTMENT OF HOMELAND SECURITY,46682
VA-DEPARTMENT OF VETERANS AFFAIRS,54055
TR-DEPARTMENT OF THE TREASURY,35381
IN-DEPARTMENT OF THE INTERIOR,88110
VA-DEPARTMENT OF VETERANS AFFAIRS,25983.15
IN-DEPARTMENT OF THE INTERIOR,120159
HS-DEPARTMENT OF HOMELAND SECURITY,106965
VA-DEPARTMENT OF VETERANS AFFAIRS,49956
VA-DEPARTMENT OF VETERANS AFFAIRS,81783
ST-DEPARTMENT OF STATE,35381
TR-DEPARTMENT OF THE TREASURY,55088
TD-DEPARTMENT OF TRANSPORTATION,152941
BG-PENSION BENEFIT GUARANTY CORPORATION,149432
VA-DEPARTMENT OF VETERANS AFFAIRS,44036
EP-ENVIRONMENTAL PROTECTION AGENCY,137926
HS-DEPARTMENT OF HOMELAND SECURITY,116528
DJ-DEPARTMENT OF JUSTICE,79996
VA-DEPARTMENT OF VETERANS AFFAIRS,66115
AG-DEPARTMENT OF AGRICULTURE,67145
SB-SMALL BUSINESS ADMINISTRATION,128082
DJ-DEPARTMENT OF JUSTICE,109781
IN-DEPARTMENT OF THE INTERIOR,55495
HS-DEPARTMENT OF HOMELAND SECURITY,88550
ST-DEPARTMENT OF STATE,104777
FC-FEDERAL COMMUNICATIONS COMMISSION,165300
VA-DEPARTMENT OF VETERANS AFFAIRS,32318
HS-DEPARTMENT OF HOMELAND SECURITY,40928
SZ-SOCIAL SECURITY ADMINISTRATION,73510
HS-DEPARTMENT OF HOMELAND SECURITY,98519
TD-DEPARTMENT OF TRANSPORTATION,107006
HS-DEPARTMENT OF HOMELAND SECURITY,160300
CM-DEPARTMENT OF COMMERCE,106965
VA-DEPARTMENT OF VETERANS AFFAIRS,44953.98
AG-DEPARTMENT OF AGRICULTURE,73070
CU-NATIONAL CREDIT UNION ADMINISTRATION,176897
HS-DEPARTMENT OF HOMELAND SECURITY,45906
ST-DEPARTMENT OF STATE,85519
DJ-DEPARTMENT OF JUSTICE,160300
HS-DEPARTMENT OF HOMELAND SECURITY,104392
PU-PEACE CORPS,100070
AG-DEPARTMENT OF AGRICULTURE,92316
AG-DEPARTMENT OF AGRICULTURE,55495
IN-DEPARTMENT OF THE INTERIOR,50275.83
TR-DEPARTMENT OF THE TREASURY,160300
VA-DEPARTMENT OF VETERANS AFFAIRS,44551
DJ-DEPARTMENT OF JUSTICE,127453
CM-DEPARTMENT OF COMMERCE,69587
HS-DEPARTMENT OF HOMELAND SECURITY,40817
DJ-DEPARTMENT OF JUSTICE,119533
VA-DEPARTMENT OF VETERANS AFFAIRS,57337
DL-DEPARTMENT OF LABOR,95884
VA-DEPARTMENT OF VETERANS AFFAIRS,98476
DJ-DEPARTMENT OF JUSTICE,120187
VA-DEPARTMENT OF VETERANS AFFAIRS,37225
VA-DEPARTMENT OF VETERANS AFFAIRS,34247.67
IN-DEPARTMENT OF THE INTERIOR,67145
VA-DEPARTMENT OF VETERANS AFFAIRS,40098
VA-DEPARTMENT OF VETERANS AFFAIRS,40091.27
TR-DEPARTMENT OF THE TREASURY,82158
VA-DEPARTMENT OF VETERANS AFFAIRS,80926
IN-DEPARTMENT OF THE INTERIOR,84320
VA-DEPARTMENT OF VETERANS AFFAIRS,33182
TR-DEPARTMENT OF THE TREASURY,88924
IN-DEPARTMENT OF THE INTERIOR,44036
SM-SMITHSONIAN INSTITUTION,69460
TR-DEPARTMENT OF THE TREASURY,112998
VA-DEPARTMENT OF VETERANS AFFAIRS,111314
TD-DEPARTMENT OF TRANSPORTATION,109648
HS-DEPARTMENT OF HOMELAND SECURITY,90073
VA-DEPARTMENT OF VETERANS AFFAIRS,49354
AG-DEPARTMENT OF AGRICULTURE,32318
IN-DEPARTMENT OF THE INTERIOR,51632.38
IN-DEPARTMENT OF THE INTERIOR,77019
VA-DEPARTMENT OF VETERANS AFFAIRS,68803
AG-DEPARTMENT OF AGRICULTURE,59500.37
GS-GENERAL SERVICES ADMINISTRATION,132178
HS-DEPARTMENT OF HOMELAND SECURITY,32247
HS-DEPARTMENT OF HOMELAND SECURITY,143009
CM-DEPARTMENT OF COMMERCE,145162
FC-FEDERAL COMMUNICATIONS COMMISSION,160300
AG-DEPARTMENT OF AGRICULTURE,50709
IN-DEPARTMENT OF THE INTERIOR,110848
VA-DEPARTMENT OF VETERANS AFFAIRS,84337
TR-DEPARTMENT OF THE TREASURY,131095
DJ-DEPARTMENT OF JUSTICE,160300
IN-DEPARTMENT OF THE INTERIOR,38400.8
DJ-DEPARTMENT OF JUSTICE,127036
VA-DEPARTMENT OF VETERANS AFFAIRS,140854
VA-DEPARTMENT OF VETERANS AFFAIRS,75672
ST-DEPARTMENT OF STATE,145162
HS-DEPARTMENT OF HOMELAND SECURITY,82690
VA-DEPARTMENT OF VETERANS AFFAIRS,107262
VA-DEPARTMENT OF VETERANS AFFAIRS,78885
IN-DEPARTMENT OF THE INTERIOR,85215
DJ-DEPARTMENT OF JUSTICE,57015
TD-DEPARTMENT OF TRANSPORTATION,123771
IN-DEPARTMENT OF THE INTERIOR,104751
ST-DEPARTMENT OF STATE,110941
OM-OFFICE OF PERSONNEL MANAGEMENT,149432
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,101694
ST-DEPARTMENT OF STATE,107859
CM-DEPARTMENT OF COMMERCE,117711
TD-DEPARTMENT OF TRANSPORTATION,154937
VA-DEPARTMENT OF VETERANS AFFAIRS,127036
DJ-DEPARTMENT OF JUSTICE,62768
ST-DEPARTMENT OF STATE,75672
CM-DEPARTMENT OF COMMERCE,52594
TR-DEPARTMENT OF THE TREASURY,98476
VA-DEPARTMENT OF VETERANS AFFAIRS,36025
TR-DEPARTMENT OF THE TREASURY,39440
ST-DEPARTMENT OF STATE,85519
AG-DEPARTMENT OF AGRICULTURE,85215
EP-ENVIRONMENTAL PROTECTION AGENCY,160300
ST-DEPARTMENT OF STATE,75672
ST-DEPARTMENT OF STATE,75672
TD-DEPARTMENT OF TRANSPORTATION,119794
VA-DEPARTMENT OF VETERANS AFFAIRS,104777
HS-DEPARTMENT OF HOMELAND SECURITY,145162
VA-DEPARTMENT OF VETERANS AFFAIRS,88110
HS-DEPARTMENT OF HOMELAND SECURITY,119776
VA-DEPARTMENT OF VETERANS AFFAIRS,88110
HS-DEPARTMENT OF HOMELAND SECURITY,83751.31
VA-DEPARTMENT OF VETERANS AFFAIRS,119744
AG-DEPARTMENT OF AGRICULTURE,85519
IN-DEPARTMENT OF THE INTERIOR,82848
VA-DEPARTMENT OF VETERANS AFFAIRS,45893.13
VA-DEPARTMENT OF VETERANS AFFAIRS,71348
VA-DEPARTMENT OF VETERANS AFFAIRS,30741.51
HS-DEPARTMENT OF HOMELAND SECURITY,57830.77
HS-DEPARTMENT OF HOMELAND SECURITY,82848
AG-DEPARTMENT OF AGRICULTURE,32318
SZ-SOCIAL SECURITY ADMINISTRATION,87582
VA-DEPARTMENT OF VETERANS AFFAIRS,63654
VA-DEPARTMENT OF VETERANS AFFAIRS,67024
HS-DEPARTMENT OF HOMELAND SECURITY,90971
VA-DEPARTMENT OF VETERANS AFFAIRS,96281
IN-DEPARTMENT OF THE INTERIOR,120187
HS-DEPARTMENT OF HOMELAND SECURITY,42519
VA-DEPARTMENT OF VETERANS AFFAIRS,39675
IN-DEPARTMENT OF THE INTERIOR,65881
VA-DEPARTMENT OF VETERANS AFFAIRS,33395
HS-DEPARTMENT OF HOMELAND SECURITY,42012
VA-DEPARTMENT OF VETERANS AFFAIRS,75747
VA-DEPARTMENT OF VETERANS AFFAIRS,49672
VA-DEPARTMENT OF VETERANS AFFAIRS,28299.72
HS-DEPARTMENT OF HOMELAND SECURITY,93019
HS-DEPARTMENT OF HOMELAND SECURITY,39685
EP-ENVIRONMENTAL PROTECTION AGENCY,117105
HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,99858
IN-DEPARTMENT OF THE INTERIOR,88089
TR-DEPARTMENT OF THE TREASURY,81979
VA-DEPARTMENT OF VETERANS AFFAIRS,68983
VA-DEPARTMENT OF VETERANS AFFAIRS,84443
TD-DEPARTMENT OF TRANSPORTATION,62117
VA-DEPARTMENT OF VETERANS AFFAIRS,79215
HU-DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT,104777
TD-DEPARTMENT OF TRANSPORTATION,134973
NU-NUCLEAR REGULATORY COMMISSION,137926
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,141461
NN-NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,123070
HS-DEPARTMENT OF HOMELAND SECURITY,81101
HS-DEPARTMENT OF HOMELAND SECURITY,91588
TD-DEPARTMENT OF TRANSPORTATION,120341
HS-DEPARTMENT OF HOMELAND SECURITY,40742
TR-DEPARTMENT OF THE TREASURY,134296
VA-DEPARTMENT OF VETERANS AFFAIRS,50067.13
HS-DEPARTMENT OF HOMELAND SECURITY,61864
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,135656
AG-DEPARTMENT OF AGRICULTURE,123406
VA-DEPARTMENT OF VETERANS AFFAIRS,38426
TR-DEPARTMENT OF THE TREASURY,63095
SM-SMITHSONIAN INSTITUTION,81889
IN-DEPARTMENT OF THE INTERIOR,48968
VA-DEPARTMENT OF VETERANS AFFAIRS,47061.85
DJ-DEPARTMENT OF JUSTICE,51528.03
ST-DEPARTMENT OF STATE,75672
IN-DEPARTMENT OF THE INTERIOR,56963
VA-DEPARTMENT OF VETERANS AFFAIRS,31117.17
SZ-SOCIAL SECURITY ADMINISTRATION,107859
HS-DEPARTMENT OF HOMELAND SECURITY,82848
TD-DEPARTMENT OF TRANSPORTATION,127453
HS-DEPARTMENT OF HOMELAND SECURITY,83348
HS-DEPARTMENT OF HOMELAND SECURITY,90073
VA-DEPARTMENT OF VETERANS AFFAIRS,90394
VA-DEPARTMENT OF VETERANS AFFAIRS,33395
TD-DEPARTMENT OF TRANSPORTATION,111951
TD-DEPARTMENT OF TRANSPORTATION,115866
IN-DEPARTMENT OF THE INTERIOR,102515
HS-DEPARTMENT OF HOMELAND SECURITY,50359
ST-DEPARTMENT OF STATE,101694
TR-DEPARTMENT OF THE TREASURY,119776
TD-DEPARTMENT OF TRANSPORTATION,139278
TR-DEPARTMENT OF THE TREASURY,101694
DJ-DEPARTMENT OF JUSTICE,116580
VA-DEPARTMENT OF VETERANS AFFAIRS,46012
IN-DEPARTMENT OF THE INTERIOR,80481
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,119794
HS-DEPARTMENT OF HOMELAND SECURITY,73070
TR-DEPARTMENT OF THE TREASURY,134737
HS-DEPARTMENT OF HOMELAND SECURITY,85238
DJ-DEPARTMENT OF JUSTICE,107859
VA-DEPARTMENT OF VETERANS AFFAIRS,126707
HS-DEPARTMENT OF HOMELAND SECURITY,40299
ST-DEPARTMENT OF STATE,69186
DJ-DEPARTMENT OF JUSTICE,130666
TD-DEPARTMENT OF TRANSPORTATION,181190
VA-DEPARTMENT OF VETERANS AFFAIRS,37225
HS-DEPARTMENT OF HOMELAND SECURITY,82848
IN-DEPARTMENT OF THE INTERIOR,83975
DJ-DEPARTMENT OF JUSTICE,87582
DJ-DEPARTMENT OF JUSTICE,104150
VA-DEPARTMENT OF VETERANS AFFAIRS,48211
AH-NATIONAL FOUNDATION ON THE ARTS AND THE HUMANITIES,119776
HS-DEPARTMENT OF HOMELAND SECURITY,38373
DJ-DEPARTMENT OF JUSTICE,160300
VD-PRIVACY AND CIVIL LIBERTIES OVERSIGHT BOARD,149432
AG-DEPARTMENT OF AGRICULTURE,48040
EP-ENVIRONMENTAL PROTECTION AGENCY,116722
VA-DEPARTMENT OF VETERANS AFFAIRS,223365
GS-GENERAL SERVICES ADMINISTRATION,107859
ST-DEPARTMENT OF STATE,75672
VA-DEPARTMENT OF VETERANS AFFAIRS,62660
HS-DEPARTMENT OF HOMELAND SECURITY,88583
DJ-DEPARTMENT OF JUSTICE,61900.42
VA-DEPARTMENT OF VETERANS AFFAIRS,81184
TR-DEPARTMENT OF THE TREASURY,67024
CM-DEPARTMENT OF COMMERCE,140114
HS-DEPARTMENT OF HOMELAND SECURITY,87258
VA-DEPARTMENT OF VETERANS AFFAIRS,46705
VA-DEPARTMENT OF VETERANS AFFAIRS,36626
TR-DEPARTMENT OF THE TREASURY,116146
TR-DEPARTMENT OF THE TREASURY,55007
AG-DEPARTMENT OF AGRICULTURE,32318
TD-DEPARTMENT OF TRANSPORTATION,97350
ST-DEPARTMENT OF STATE,110578
VA-DEPARTMENT OF VETERANS AFFAIRS,105340
HS-DEPARTMENT OF HOMELAND SECURITY,61211.71
HS-DEPARTMENT OF HOMELAND SECURITY,36249
VA-DEPARTMENT OF VETERANS AFFAIRS,123812
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,76142
DJ-DEPARTMENT OF JUSTICE,71012
VA-DEPARTMENT OF VETERANS AFFAIRS,159769
VA-DEPARTMENT OF VETERANS AFFAIRS,78114
DJ-DEPARTMENT OF JUSTICE,64711
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,123406
VA-DEPARTMENT OF VETERANS AFFAIRS,91588
VA-DEPARTMENT OF VETERANS AFFAIRS,143840
IN-DEPARTMENT OF THE INTERIOR,35807
DL-DEPARTMENT OF LABOR,104777
VA-DEPARTMENT OF VETERANS AFFAIRS,40033
HS-DEPARTMENT OF HOMELAND SECURITY,113091
TR-DEPARTMENT OF THE TREASURY,125134
DJ-DEPARTMENT OF JUSTICE,73510
SZ-SOCIAL SECURITY ADMINISTRATION,71095
AG-DEPARTMENT OF AGRICULTURE,32318
SZ-SOCIAL SECURITY ADMINISTRATION,153702
DJ-DEPARTMENT OF JUSTICE,114023
AG-DEPARTMENT OF AGRICULTURE,144157
ST-DEPARTMENT OF STATE,88110
TD-DEPARTMENT OF TRANSPORTATION,90373
HS-DEPARTMENT OF HOMELAND SECURITY,119776
DL-DEPARTMENT OF LABOR,120187
VA-DEPARTMENT OF VETERANS AFFAIRS,44430
VA-DEPARTMENT OF VETERANS AFFAIRS,71023
DL-DEPARTMENT OF LABOR,101067
IN-DEPARTMENT OF THE INTERIOR,92448
VA-DEPARTMENT OF VETERANS AFFAIRS,40754
HS-DEPARTMENT OF HOMELAND SECURITY,101335
PU-PEACE CORPS,126450
DJ-DEPARTMENT OF JUSTICE,145162
DJ-DEPARTMENT OF JUSTICE,101361
IN-DEPARTMENT OF THE INTERIOR,62022
CM-DEPARTMENT OF COMMERCE,119794
VA-DEPARTMENT OF VETERANS AFFAIRS,77019
TD-DEPARTMENT OF TRANSPORTATION,139369
DJ-DEPARTMENT OF JUSTICE,65286
CM-DEPARTMENT OF COMMERCE,90404
DJ-DEPARTMENT OF JUSTICE,160200
GS-GENERAL SERVICES ADMINISTRATION,93293
VA-DEPARTMENT OF VETERANS AFFAIRS,66909
AG-DEPARTMENT OF AGRICULTURE,77019
VA-DEPARTMENT OF VETERANS AFFAIRS,39858
IN-DEPARTMENT OF THE INTERIOR,98289
HS-DEPARTMENT OF HOMELAND SECURITY,127036
TR-DEPARTMENT OF THE TREASURY,109266
DJ-DEPARTMENT OF JUSTICE,95704
VA-DEPARTMENT OF VETERANS AFFAIRS,35549
TR-DEPARTMENT OF THE TREASURY,84320
VA-DEPARTMENT OF VETERANS AFFAIRS,44036
VA-DEPARTMENT OF VETERANS AFFAIRS,75839
HS-DEPARTMENT OF HOMELAND SECURITY,51096
VA-DEPARTMENT OF VETERANS AFFAIRS,50244
FD-FEDERAL DEPOSIT INSURANCE CORPORATION,189919
HS-DEPARTMENT OF HOMELAND SECURITY,80481
VA-DEPARTMENT OF VETERANS AFFAIRS,88550
VA-DEPARTMENT OF VETERANS AFFAIRS,42457
TR-DEPARTMENT OF THE TREASURY,44113
VA-DEPARTMENT OF VETERANS AFFAIRS,90116
VA-DEPARTMENT OF VETERANS AFFAIRS,90701
DJ-DEPARTMENT OF JUSTICE,117593
HS-DEPARTMENT OF HOMELAND SECURITY,97939
SZ-SOCIAL SECURITY ADMINISTRATION,117105
IN-DEPARTMENT OF THE INTERIOR,96832
ST-DEPARTMENT OF STATE,77834
SZ-SOCIAL SECURITY ADMINISTRATION,144094
NN-NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,126474
DJ-DEPARTMENT OF JUSTICE,64676.13
TD-DEPARTMENT OF TRANSPORTATION,88524
VA-DEPARTMENT OF VETERANS AFFAIRS,32318
ST-DEPARTMENT OF STATE,90701
SZ-SOCIAL SECURITY ADMINISTRATION,112886
TD-DEPARTMENT OF TRANSPORTATION,138034
AG-DEPARTMENT OF AGRICULTURE,67145
TR-DEPARTMENT OF THE TREASURY,116528
TR-DEPARTMENT OF THE TREASURY,63095
AG-DEPARTMENT OF AGRICULTURE,32318
HS-DEPARTMENT OF HOMELAND SECURITY,107859
VA-DEPARTMENT OF VETERANS AFFAIRS,44430
HS-DEPARTMENT OF HOMELAND SECURITY,53753
SZ-SOCIAL SECURITY ADMINISTRATION,60756
AG-DEPARTMENT OF AGRICULTURE,42028
TR-DEPARTMENT OF THE TREASURY,112517
VA-DEPARTMENT OF VETERANS AFFAIRS,56186
SE-SECURITIES AND EXCHANGE COMMISSION,237700
AG-DEPARTMENT OF AGRICULTURE,140892
DJ-DEPARTMENT OF JUSTICE,92363
HS-DEPARTMENT OF HOMELAND SECURITY,141555
TR-DEPARTMENT OF THE TREASURY,75672
VA-DEPARTMENT OF VETERANS AFFAIRS,101361
DJ-DEPARTMENT OF JUSTICE,63095
VA-DEPARTMENT OF VETERANS AFFAIRS,87702
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,108913
AG-DEPARTMENT OF AGRICULTURE,59246
TR-DEPARTMENT OF THE TREASURY,66147
VA-DEPARTMENT OF VETERANS AFFAIRS,65170
HS-DEPARTMENT OF HOMELAND SECURITY,160300
HS-DEPARTMENT OF HOMELAND SECURITY,40521
CM-DEPARTMENT OF COMMERCE,65594
SZ-SOCIAL SECURITY ADMINISTRATION,65170
AG-DEPARTMENT OF AGRICULTURE,78114
OM-OFFICE OF PERSONNEL MANAGEMENT,64650
SB-SMALL BUSINESS ADMINISTRATION,86294
SZ-SOCIAL SECURITY ADMINISTRATION,77490
VA-DEPARTMENT OF VETERANS AFFAIRS,134296
ST-DEPARTMENT OF STATE,63654
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,104433
AM-U.S. AGENCY FOR INTERNATIONAL DEVELOPMENT,152409
HS-DEPARTMENT OF HOMELAND SECURITY,104099
ST-DEPARTMENT OF STATE,75672
DJ-DEPARTMENT OF JUSTICE,163799
SZ-SOCIAL SECURITY ADMINISTRATION,57183
TR-DEPARTMENT OF THE TREASURY,68793
VA-DEPARTMENT OF VETERANS AFFAIRS,82848
DL-DEPARTMENT OF LABOR,93293
HS-DEPARTMENT OF HOMELAND SECURITY,53098
DJ-DEPARTMENT OF JUSTICE,77490
VA-DEPARTMENT OF VETERANS AFFAIRS,55397
VA-DEPARTMENT OF VETERANS AFFAIRS,32357
DJ-DEPARTMENT OF JUSTICE,65286
HS-DEPARTMENT OF HOMELAND SECURITY,160300
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,114802
ST-DEPARTMENT OF STATE,56976
ST-DEPARTMENT OF STATE,114023
HS-DEPARTMENT OF HOMELAND SECURITY,106438
IN-DEPARTMENT OF THE INTERIOR,108887
AG-DEPARTMENT OF AGRICULTURE,60391
VA-DEPARTMENT OF VETERANS AFFAIRS,89112
IN-DEPARTMENT OF THE INTERIOR,97137
TD-DEPARTMENT OF TRANSPORTATION,134737
VA-DEPARTMENT OF VETERANS AFFAIRS,42457
TR-DEPARTMENT OF THE TREASURY,119776
SM-SMITHSONIAN INSTITUTION,56996
CM-DEPARTMENT OF COMMERCE,58669
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,110272
HS-DEPARTMENT OF HOMELAND SECURITY,104952
VA-DEPARTMENT OF VETERANS AFFAIRS,39627
HS-DEPARTMENT OF HOMELAND SECURITY,44843
HS-DEPARTMENT OF HOMELAND SECURITY,47962
TR-DEPARTMENT OF THE TREASURY,59037
SZ-SOCIAL SECURITY ADMINISTRATION,119794
VA-DEPARTMENT OF VETERANS AFFAIRS,86941
AG-DEPARTMENT OF AGRICULTURE,140892
TR-DEPARTMENT OF THE TREASURY,63095
VA-DEPARTMENT OF VETERANS AFFAIRS,78114
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,93019
TR-DEPARTMENT OF THE TREASURY,55100
DJ-DEPARTMENT OF JUSTICE,51528.03
HS-DEPARTMENT OF HOMELAND SECURITY,75438
HS-DEPARTMENT OF HOMELAND SECURITY,101694
TD-DEPARTMENT OF TRANSPORTATION,152420
EP-ENVIRONMENTAL PROTECTION AGENCY,64650
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,48537
TD-DEPARTMENT OF TRANSPORTATION,165002
HS-DEPARTMENT OF HOMELAND SECURITY,81525
HS-DEPARTMENT OF HOMELAND SECURITY,60641
HS-DEPARTMENT OF HOMELAND SECURITY,77744
TD-DEPARTMENT OF TRANSPORTATION,146549
DJ-DEPARTMENT OF JUSTICE,100283
VA-DEPARTMENT OF VETERANS AFFAIRS,104879
HS-DEPARTMENT OF HOMELAND SECURITY,53573.29
BO-OFFICE OF MANAGEMENT AND BUDGET,160000
TR-DEPARTMENT OF THE TREASURY,101700
ST-DEPARTMENT OF STATE,73510
VA-DEPARTMENT OF VETERANS AFFAIRS,34247.67
VA-DEPARTMENT OF VETERANS AFFAIRS,48641
SZ-SOCIAL SECURITY ADMINISTRATION,84044
TD-DEPARTMENT OF TRANSPORTATION,112517
HS-DEPARTMENT OF HOMELAND SECURITY,57416
HS-DEPARTMENT OF HOMELAND SECURITY,80481
HS-DEPARTMENT OF HOMELAND SECURITY,80481
EP-ENVIRONMENTAL PROTECTION AGENCY,140892
VA-DEPARTMENT OF VETERANS AFFAIRS,44036
CM-DEPARTMENT OF COMMERCE,31624
HS-DEPARTMENT OF HOMELAND SECURITY,99208
VA-DEPARTMENT OF VETERANS AFFAIRS,98405
VA-DEPARTMENT OF VETERANS AFFAIRS,101521
FD-FEDERAL DEPOSIT INSURANCE CORPORATION,265000
CM-DEPARTMENT OF COMMERCE,95222
VA-DEPARTMENT OF VETERANS AFFAIRS,45995
HS-DEPARTMENT OF HOMELAND SECURITY,88110
NF-NATIONAL SCIENCE FOUNDATION,160603
VA-DEPARTMENT OF VETERANS AFFAIRS,40033
VA-DEPARTMENT OF VETERANS AFFAIRS,47327
SZ-SOCIAL SECURITY ADMINISTRATION,73240
VA-DEPARTMENT OF VETERANS AFFAIRS,36560
HS-DEPARTMENT OF HOMELAND SECURITY,140879
DJ-DEPARTMENT OF JUSTICE,81232
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,85238
HS-DEPARTMENT OF HOMELAND SECURITY,110941
HS-DEPARTMENT OF HOMELAND SECURITY,88110
CM-DEPARTMENT OF COMMERCE,121116
DJ-DEPARTMENT OF JUSTICE,133796
VA-DEPARTMENT OF VETERANS AFFAIRS,39627
VA-DEPARTMENT OF VETERANS AFFAIRS,85519
VA-DEPARTMENT OF VETERANS AFFAIRS,55397
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,190133
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,60557
VA-DEPARTMENT OF VETERANS AFFAIRS,52558
IN-DEPARTMENT OF THE INTERIOR,61221
VA-DEPARTMENT OF VETERANS AFFAIRS,43229
TD-DEPARTMENT OF TRANSPORTATION,83507
AM-U.S. AGENCY FOR INTERNATIONAL DEVELOPMENT,104433
HS-DEPARTMENT OF HOMELAND SECURITY,97335
VA-DEPARTMENT OF VETERANS AFFAIRS,95704
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,114785
HS-DEPARTMENT OF HOMELAND SECURITY,88110
HS-DEPARTMENT OF HOMELAND SECURITY,104433
OM-OFFICE OF PERSONNEL MANAGEMENT,130666
TD-DEPARTMENT OF TRANSPORTATION,91821
DJ-DEPARTMENT OF JUSTICE,149432
TR-DEPARTMENT OF THE TREASURY,49672
VA-DEPARTMENT OF VETERANS AFFAIRS,62511
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,110578
HS-DEPARTMENT OF HOMELAND SECURITY,95704
HS-DEPARTMENT OF HOMELAND SECURITY,85215
HS-DEPARTMENT OF HOMELAND SECURITY,78885
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,90404
DJ-DEPARTMENT OF JUSTICE,60805
DJ-DEPARTMENT OF JUSTICE,114023
VA-DEPARTMENT OF VETERANS AFFAIRS,115921
ED-DEPARTMENT OF EDUCATION,175338
AG-DEPARTMENT OF AGRICULTURE,112423
IN-DEPARTMENT OF THE INTERIOR,69120
VA-DEPARTMENT OF VETERANS AFFAIRS,98519
VA-DEPARTMENT OF VETERANS AFFAIRS,196284
AG-DEPARTMENT OF AGRICULTURE,50600
ST-DEPARTMENT OF STATE,123406
TD-DEPARTMENT OF TRANSPORTATION,68911
ST-DEPARTMENT OF STATE,88110
DJ-DEPARTMENT OF JUSTICE,104777
DJ-DEPARTMENT OF JUSTICE,106965
DJ-DEPARTMENT OF JUSTICE,71901
TR-DEPARTMENT OF THE TREASURY,63095
ST-DEPARTMENT OF STATE,73510
HS-DEPARTMENT OF HOMELAND SECURITY,80481
DJ-DEPARTMENT OF JUSTICE,128082
ST-DEPARTMENT OF STATE,75672
DL-DEPARTMENT OF LABOR,53717
VA-DEPARTMENT OF VETERANS AFFAIRS,33395
DJ-DEPARTMENT OF JUSTICE,160300
AG-DEPARTMENT OF AGRICULTURE,32318
VA-DEPARTMENT OF VETERANS AFFAIRS,85519
TD-DEPARTMENT OF TRANSPORTATION,62424
VA-DEPARTMENT OF VETERANS AFFAIRS,53610
CM-DEPARTMENT OF COMMERCE,77490
DJ-DEPARTMENT OF JUSTICE,94264
DJ-DEPARTMENT OF JUSTICE,95530
SZ-SOCIAL SECURITY ADMINISTRATION,95530
HS-DEPARTMENT OF HOMELAND SECURITY,71012
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,172500
AG-DEPARTMENT OF AGRICULTURE,28886
VA-DEPARTMENT OF VETERANS AFFAIRS,48767
VA-DEPARTMENT OF VETERANS AFFAIRS,113238
CT-COMMODITY FUTURES TRADING COMMISSION,113984
HS-DEPARTMENT OF HOMELAND SECURITY,65170
VA-DEPARTMENT OF VETERANS AFFAIRS,101067
VA-DEPARTMENT OF VETERANS AFFAIRS,27740
VA-DEPARTMENT OF VETERANS AFFAIRS,33395
DJ-DEPARTMENT OF JUSTICE,111314
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,85519
HS-DEPARTMENT OF HOMELAND SECURITY,101361
TD-DEPARTMENT OF TRANSPORTATION,73131
IN-DEPARTMENT OF THE INTERIOR,36025
AG-DEPARTMENT OF AGRICULTURE,36025
VA-DEPARTMENT OF VETERANS AFFAIRS,71348
DJ-DEPARTMENT OF JUSTICE,78717
CM-DEPARTMENT OF COMMERCE,141555
DJ-DEPARTMENT OF JUSTICE,101361
DJ-DEPARTMENT OF JUSTICE,119379
FD-FEDERAL DEPOSIT INSURANCE CORPORATION,182991
DJ-DEPARTMENT OF JUSTICE,128082
AG-DEPARTMENT OF AGRICULTURE,59246
HS-DEPARTMENT OF HOMELAND SECURITY,88110
VA-DEPARTMENT OF VETERANS AFFAIRS,56244.65
HE-DEPARTMENT OF HEALTH AND HUMAN SERVICES,71012
DJ-DEPARTMENT OF JUSTICE,85238
HS-DEPARTMENT OF HOMELAND SECURITY,75202
VA-DEPARTMENT OF VETERANS AFFAIRS,52594
HS-DEPARTMENT OF HOMELAND SECURITY,86424
